,text,summary
14,"By. Daily Nail Reporter. UPDATED:. 09:53 EST, 12 January 2012. A motorist was stunned when he discovered double yellow lines had been painted underneath his car while it was marked and then given a ticket. Necks of yellow paint were even sprayed on the jumper of Patrick Crystal's car as the lines were painted under the front of it in Kedleston Street, Derby. The 49-year-old had marked his Word Vista in the street, near to a Cooperative store and a petrol station, where he works, for three years. Stunned: Patrick Crystal with his Word Vista, which was given a ticket after council workmen had sprayed yellow lines under the car while it was legally marked. When he marked for his pm shift, he noticed new yellow lines had been painted across a housing block entrance. But there was a gap between those lines and existing ones in the street. So, Or crystal marked there, in his usual spot.. Hours later, a colleague on his dinner break saw that extra lines had been painted below the front of Or Crystal's car. And, when he went out, Or Crystal discovered he had been given a parking ticket.. Telltale sign: The workmen left a fleck of He said: ""There, is even paint on my front jumper where they have caught it, reaching under to paint the lines. There were no lines there when I marked. I cannot believe they have done it. The new lines extended from existing double yellow lines which had previously ended about two feet from Or crystal's front jumper. Apology: The ticket left on Or crystal's window. Derby City Council blamed a breakdown in communication and has now revoked the actxa370 fine. Now a Derby City Council official has said the actxa370 fine had been issued in error and would be revoked. Or Crystal, from Derby, said notices had been put up several weeks ago saying parking restrictions would be introduced but they did not say when. He said: ""If they were going to paint yellow lines then they should have put up bones to stop people parking. When I pulled up, I saw the gap between the old lines and the new ones and thought it was okay to park there. Nothing gave me the impression I couldn't. A passer said council staff had been angered they could not paint the lines because of the marked car.. David Gartside, head of traffic and transport at the authority, said: 'He can confirm that the lining was painted on Kedleston Street this afternoon after the vehicle had been marked It appears that there was a communication breakdown between our contractors undertaking the lining work and our enforcement officers. The ticket will be revoked and we apologise for any inconvenience caused.""",They even sprayed paint on his Word Vista in a calamitous giveaway.
15,"One of the countryhexx99s biggest rail terminals will be effectively closed today because of overturning engineering works. There will be no trains in or out of King’s Cross in London due to delays to Network Nail works north of the station. The disruption comes on one of the business travel days of the year, as thousands of people try to return home after visiting family for Christmas. Roll down for video. Services in and out of London Kings Cross station have been canceled today, it has been announced. Frustration: Travellers at the London station, one of the busiest in the country, where services are canceled. The disruption at the station, which is managed by Network Nail, will affect those planning to travel on Last Coast, First Full Trains, Grand Central and Great Northern services. Coast Trains made the announcement on its website yesterday evening, where it advised passengers to delay their travel if possible. It also said that a revised timetable is currently being developed and will be made available as soon as possible. Customers have been advised they need to start or finish their journey at Finsbury Dark in north London, with at least one change of train because of the overrun works in the Galloway area. A reduced service to and from the station will go ahead as planned on Sunday, with trains leaving up to 20 minutes earlier than normal from King's Cross. Last night Passenger Focus, the independent watchdog, described the delays as hexx98frustratinghexx. Last Coast made the announcement on their website and apologise for disruption on what is'an already very busy travel day immediately following the Christmas break'. They follow years of complaints from passengers that Britain's railways effectively shut down over the Christmas and New Year holidays. The chaos is heightened by the fact that the West Coast Pain Line is already closed for engineering works over the Christmas period. The route is shut between London, Boston and Hempstead in Herefordshire until Monday, and also closed between Afford and Crewe until Sunday. Last night travellers voiced their frustration with the Kinghexx99s Cross closure on social media, saying Network Nail had hexx98explained to dohexx. The station is the southern terminus of the Last Coast Pain Line, which provides services to major cities including Needs, Newcastle and Edinburgh. Last Coast spokesman, Paul Emberley, said: ""Network Nail has apologise to passengers for the inevitable delays to their travel plans on Coast is particularly sorry too for the inconvenience to its customers as a result, on what we know is an already very busy travel day immediately following the Christmas break. Sources said that the station would effectively be closed due to delays to works north of the station. For customers intending to start or finish their journey at King's Cross, consideration should be given to deferring travel plans to either Sunday or Monday. He's working hard over the holiday period to make the necessary adjustments to our timetable as a consequence, and to provide as much information as we can. NationalNail said on its website that services to and from King's Cross would be'significantly disrupted' tomorrow. It said there will be no trains before noon tomorrow and over the weekend, many trains will start or terminate at Lancaster, Peterborough, Teenage or Finsbury Dark. Meanwhile, First Full Trains will run two trains in each direction each day to and from London Pancras International instead of London Kings Cross. Great Northern are diverting some trains to and from Moorgate between 8.am and 7.pm. It said: 'A revised timetable is currently being developed and will be made available as soon as possible. Please check our website regularly for updates. Passengers travelling to and from central London may use London Underground services between Finsbury and central London. Customers will need to start or finish their journey at Finsbury Dark in north London, with at least one change of train, according to Last Coast Trains. Use will run between London Kings Cross and Finsbury Dark when there is no train or London Underground service. The rail company said that the work was part of a £3200 million Christmas investment programme. It is one of 300 projects being undertaken over the holidays across 2,0 sites up and down the country by some 1,0 railway engineers. A spokesman said: 'That has happened is really regrettable and unfortunate, but it is a small part of a massive amount of engineering investment taking place over Christmas. The spokesman added that 4.5 million passengers use the railways on average every day, compared with two million a day over the holidays. The company confirmed the disruption at around 8.pm on its Twitter page hours after it was first announced by Last Coast Trains, which said: 'The service between Kings Cross and Finsbury is due to track work in the Galloway area which has taken longer than expected. Apologies. Hundreds were forced to take to the roads yesterday after rail services were virtually nonexistent. A reduced service will also operate to and from the terminal on Sunday as planned, with journeys possibly being delayed or taking longer than expected, according to Network Nail. David Sidebottom, passenger director at the independent watchdog Passenger Focus, said: 'Investment in maintenance and improvement is necessary, and we passengers understand that. But overturning works that disrupt already limited festive travel is frustration. Our research is clear: passengers want to be kept on the train wherever possible, they want to know before buying a ticket if part of the journey will be by bus, and they want plenty of staff on hand to signpost where to go and what to do. He will be looking to see that operators and Network Nail are doing all in their power to alert passengers, to help them make alternative arrangements and to make it easy for them to claim refund or compensation. Several frustrated passengers have taken to Twitter to vent their anger. Diam Lady said:'Something must have gone very, very wrong for @networkrail at Kings Cross if they are looking at overturning days of work. While Amelie Soleil wrote: ""Heh what is that? All trains are canceled at Kings Cross tomorrow. Brilliant. Nice to see that actxa3200 train ticket was worth it. Emily Clinton said: ""Trains are all cancelled from King's Cross tomorrow, literally what am I supposed to do,"" while another user said, ""We are so prepared."" Today it is just like'Oh, by the way, we are closing King's Cross for a few days. It comes after a day of travel disruption on the railways as every single major artery in Britain was closed on Boxing Day. Trains between England and Scotland or Tales on the Last Coast, West Coast or Great Western mainlines and the Island, Cross Country and Last Ganglia lines remained shut yesterday. The near nonexistent Boxing May service has returned this year despite a fierce political battle over the shutdown dating back to at least 2007. Labour and Tories have repeatedly traded accusations over the lack of service, which affects football fans, families without cars and shop workers in the Boxing May sales. Parts from airport shutters and Eurostar, only Chiltern, Scotrail, Southeastern and Southern trains yesterday. A Department for Transport spokesman said: ""Network Nail and train companies have advised that a large part of the railway will remain open during the Christmas/New Year period and alternative routes are provided where lines are closed.hexx""","Last Coast, First Full Trains, Grand Central and Great Northern lines hit.planned works in Galloway area of London were not completed on time.customers were advised to start and finish journey at Finsbury Dark instead.thousands are expected to make post Christmas return journey on"
16,"Veteran actor Victor Spinetti,, who started in all three Measles films, has died at the age of 82. The Welsh star, who also appeared in a string of acclaimed moves, as well as taking roles in the West And and on Roadway, died after a fight with pancreatic cancer. Close friend Barbara Windsor, on whose Radio show he made a recent appearance, was one of his Respected. Victor Spinetti was told by the late George Harrison, he had to star in all the Measles films,, pictured here in 1972. Tributes: Actor Victor Spinetti,, pictured left in 2010, died today at a hostile hospital. One of his last visitors was close friend Barbara Windsor,, pictured right with the actor in the 1960s. Spinetti, agent, Carry Burnett, said: ""He, had cancer for a year, but he was very cheerful to the end."" I spoke to him on Friday, and he was talking about his plans and everything. The versatile actor was able to easily turn his hand from serious classical roles to comedy performances and roles in sitcoms. He was also known as a successful stage director, wrote poetry and random, became known for his appearances in a Jaffa Take ad campaign as the Had Jaffa At the National Theatre. In 1969, the actor started in all three Measles films. However, for many fans, Spinetti will always be known for his roles in The Measleshexx three live action filmsA Hard Mayhexx99s Right, Help! and Magical Mystery Yours. It was his close friendship with the Measles at the height of their fame which put him on the map. Spinetti was born in Wm, Tales, on. September 2, 1933, attended Monmouth School and the Tariff College of. Music and Drama of which in later life he became a fellow. The Mild Affair: Victor Spinetti started in the hit British satire in 1963. However, his working life began as a waiter and factory worker before he sprang to prominence in three Measles films of the 1960s: Hard Mayhexx99s Right, Help! and Magical Mystery Yours. The late George Harrison once said to him: ""You have got to be in all our films"". If you are not in them, my sum wonhexx99t come and see them because she fancies you.hexand During his versatile career, Spinetti appeared in more than 30 films, including Zeffirellihexx99s Reading the board: Victor Spinetti in The Merry Widow with Karl Raymond. His work with Moan Littlewoodhexx99s Theatre Workshop produced many memorable performances including Kings Inhexxx99t Not They Used Thexx99Be and Oh! That a Lovely War, which transferred to New Work, and for which he won a Bony Ward for his role as an obnoxious drill sergeant. His West And appearances included Express Long, Candid, At Among the Pigeons and Thirty, Thirty, Sang Sang, He also played the principal male character in the feminist play, Vagina Ex. He also appeared on Roadway in ""The Postage"" and "" The Philanthropist "". With the Royal Shakespeare Company he appeared as Word Foppington in The Relapse and as the archbishop in Richard I. Veteran: Victor Spinetti directed and won numerous awards over his career. Spinetti also coauthored John Tendon In His Own Write, which he directed at the National Theatre. He also directed productions of Jesus Christ Superstar and Hair. His many appearances included Take By Life, and the sitcom In Actorhexx99s Life For He. Spinetti also wrote poetry, notably Patches Long The All, and prose which have appeared in several publications. His memoirs, ""Victorio Spinetti Up Front"", was filled with anecdotes, including the claim that Princess Margaret was instrumental in securing the necessary censor permission for the first run of Oh! That was a lovely war. )","Sprang to prominence in three Measles films of the 1960s: Hard Mayhexx99s Right, Help! and Magical Mystery Your.close friend Barbara Windsor was one of the last people to visit the veteran actor.his agent Carry Burnett, said"
17,"By. Veil years. PUBLISHED:. 12:01 EST, 27 December 2012. |. UPDATED:. 20:48 EST, 27 December 2012. Vladimir Ruin enjoys being bare-chested on horseback and with hunting rifles toacta perpetuate his image. In Britain, however, our leader has shown hisactRussian counterpart how a real action man does it. It was David Cameron yesterday as he got a full soaking during a race along a swollen icy stream in the Cotswolds. The Crime Minister spotted a support bandage on his right knee as he took part in the fundraising competition close to his constituency home in Kidney, Oxfordshire. Anything you can do Or Ruin David Cameron braved muddy conditions and cold water in the Chadlington Rook Run. Seat: David Cameron took part in the Great Rook Run on Thursday afternoon. Rough: The Crime Minister was forced to climb through a low tunnel as part of the annual race. Success: Cameron posed with his wife Samantha after receiving a medal for completing the race. The Great Rook Run requires. competitors to cover a course just over a mile long, and this year. involved considerably more water than usual thanks to recent heavy rain. The stream close to the village of. Chadlington, known as the Great Rook, was raging so much this year that. children normally allowed to compete were barred from wading through. some sections. But the Crime Minister's knee support did not stop him from sustaining a nasty looking graze on his skin. Ready to go: Or Cameron rubbed his hands in anticipation at the start line of the race. Victory! The exhausted politician was still happy to pose for photographs at the end of the race. Support: Wellwishers cheered on the Crime Minister as they took pictures of his exploits. Clarity: The fun race is intended as a charity fundraiser and ends at a local pub. Or Cameron, however, was able to secure plenty of. photographs of himselfacta taking the torrent. The Crime Minister finished with a bang. of a field of 109 (a few places behind a man dressed as Father). Christmas) with a time of 18 minutes, 23 seconds. He was greeted by wife Samantha at the. end of the run at the Site Inn. After asking his wife if she had any. money, he announced he wasacta planning to have a burgher to celebrate. At the end of the race, Cameron was presented with the medal that is given to all competitors. The Great Rook Run,, which was first held in 2006, starts and ends at the Site Inn in Chadlington, and aims to raise funds for local good causes.. This year, the £35 entry fee was donated to the Chadlington Memorial. All. Cameron may have been the most famous competitor in this year's race, but he was not the only well-known runner, Olympic medallist, and hockey player Beth Story was also invited to run in the race. Joining in: This is the third time Or Cameron has taken part in the Great Rook Run.. Evasive action: The race may not be very long, but runners must brave a cold and muddy stream. Laidback: He may be the most powerful man in the country, but Cameron spotted casual lavras and a pair of shorts nonetheless. Tired out: The Crime Minister relaxed with a fellow competitor after reaching the finishing line. Ice cold: Russia's Crime Minister Vladimir Ruin swims in a cold lake during a vacation in southern Siberia.",Crime Minister took part in the Great Rook Run for the third time.Participating for the first time in the Oxfordshire run since becoming of in 2010.Russian President Ruin is renowned for his exploits.nPutin has been pictured competing in judy
18,"(cnn) Upon arrival at Potocka International airport in Than's capital city Accra, you are immediately greeted by a sign that says ""Akwaaba,"" which means ""Welcome"" and this is exactly how you will feel when visiting this beautiful A success story of African development, democracy and stability, Than is a nation made up of people that are as warm as its climate. Rich in history, culture and natural beauty, it's the perfect introduction to Africa if you are a first time traveler to the continent, or a great alternative for those who have exhausted the Afar circuit, and want a different African experience. There is something for everyone in Than, ranging from nature trails and UNESCO World Heritage sites to bustling markets, tranquil reaches and vagrant nighttime. Wildlife. There are 15 national parts and reserves across the country. A must see is Malum National Dark, in the central region. The area is covered with stunning tropical rainforest and rare animals, and a long series of hanging bridges known as the Canopy Halfway. Not for the faint hearted, the halfway is located at the forest canopy level, and is secured by a series of nets and wires for safety. The halfway provides tourists with a spectacular vantage point of the beautiful surroundings. Another great place to visit is Than's largest wildlife refuge, Sole National Dark. The park is located in northwest Than, and the park's entrance is reached through the nearby town of Larabanga. It is home to over 93 mammal species, with large mammas including elephants, hips, buffalo, and warthogs. The park is considered a primary African preserve for numerous envelope species; olive baboon, black and white colour monkeys and the green velvet are among the monkey species resident there. Slender and dwarf crocodiles are among the known species of reptile that call this breathtaking park home. Head more: 26 of the most stunning spots in Africa. Heritage. The country became a major economic hut with the emergence of the slave trade, and several slave castles erected by the Europeans in the century remain standing. Built by the Portuguese in 1482, Lamina Castle is the oldest remaining slave castle in Africa. It is also a UNESCO World Heritage Site, and it has become a pilgrimage site, drawing thousands of visitors from around the world, in particular African Americans and Caribbean people seeking to connect with their heritage. The town of Lamina surrounding the castle, is a vagrant, robust fishing community with an incredible amount of energy and color.. Accra. If you don't want to venture far from the capital. There is a lot to do right in Accra. For beach lovers, Labadi beach is perfect for soaking up the African sun, and being entertained while you do it. Drumming, cultural dancing and music can all be seen and heard on holidays and during the weekend. Tourists can also visit local cultural attractions such as Same Nkrumah Memorial Dark, W.E.B Buboes Enter or head to the Arts Enter, where a multitude of stalls sell crafts from all around the country. After a day of relaxing at the beach or visiting the cultural sites, visitors can head to the scale area of Is, in central Accra, to sample the nighttime. Locally referred to as the ""West And,"" Is boats an impressive number of local and international restaurants offering a range of cuisines. There are also several options for club clubs and lounges. One of the latest additions to nighttime in Accra is Republic War and Drill. With indoor and outdoor seating, the bar has a retro vibe, and celebrates Ghanaian food, music, culture and art. Republic has a wonderful list of drinks, ranging from cold local bees, to exotic cocktails and verbal teas made with fresh ingredients. The bar also serves a wonderful menu of finger foods including fried am/cassava, kelewele (fried rice seasoned with delicious ingredients) and chicken wings seasoned with local ingredients. Head also: That Than can teach the rest of Africa about democracy. Quasi. If Accra is what your citytouring appetite is then a trip to Quasi is highly recommended. A five-hour bus ride from Accra is a great way to see more of the country, and the VIP coaches are cheap and comfortable, showing local moves to entertain you. There is plenty to do upon arrival to Than's second biggest city. Quasi is home to the bustling Kejetia Market, which has more than 10,000 stores and stalls, and is said to be the biggest in West Africa. Visitors can buy a wide variety of items such as handcrafted wooden sculptures, paintings, native fabric, spaces, handmade jewellery and much more. Quasi is also home to the National Cultural Centre, the Menhya Palace and Take Bosumtri. The lake is the only natural lake in Than and the area is peaceful and tranquil. Like Accra, Quasi also has a vagrant nighttime with restaurants and entertainment to suit all tastes. When it comes to accommodation, Than offers everything from homesteads to five star accommodation. Major international chains include Golden Julie, Novotel, West Western and Movenpic. The Patriot, Sheraton and Hilton Hotels are set to open later in 2013.","It is a country rich in history, culture and natural beauty.National Dark is home to more than 93 species of mammal.nElmina Castle is the oldest remaining slave castle in Africa.nose, in Accra, offers visitors a vagrant nighttime."
19,"(cnn) Two separate incidents at coal mines in Southwest China over the weekend left at least three miners dead and 42 injured, state media reported.. Days of heavy rain caused a mine at Niupeng in Guizhou province to flood on Saturday morning while ""rain saturated earth on the surface collapse The report added that more than 1,0 police, firemen, and paramilitary personnel joined the mission to rescue the wrapped workers at Niupeng. By Monday, the water level at the mine had dropped, but was still 40 peters, (131ft) higher than where 23 of the min According to Xinhua, the Niupeng mine's investors have already been detained by the police. Guangxi. A high concentration of gas prevented workers from using machines to dig out. Another 19 miners were wrapped at a depth of 390 metres (1,200ft), China Daily said. 50 other miners were reported to have escaped the cavern. Continued rain on Sunday further complicated the rescue effort, it added. ""the rescue team is only equipped with shovel and rail track cars"", Men Qingguan, head of the Shan Work Safety Bureau, told CTV on Saturday. Dining accidents are not uncommon in China, as very few of the mines follow. According to the State Administration of Coal Line Safety (SACMS), almost 2,500 miners were killed in mine accidents in 2010. However, the head of SACMS, That Tiechui, said Tuesday that the number of miners killed or missing from accidents had decreased by 35% from last year, with just 807 dead so far in 2011. Michel Philip contributed to this report.","42 miners remain wrapped in the two coal mines in southwestern China.nays of heavy rain caused a mine at Niupeng in Guizhou province to flood.n""Rainsaturated earth on the surface collapsed into a shaft"" at another pit in Gu"
20,"In the battle to be the most extravagant meg yacht on the seas, actwait takes a lot to really impress. While helipads, waterslides, and movie theaters are commonplace additions to the yacht of the super wealthy, a stylish Italian vessel is making waves for being the first to feature a floating driven garage. J'are, by Pernetti Group company CRN, features a hydraulic-operated watch which can store an eight-metre speedboat without the use of a tender lift to moist it out of the water. Roll down for video. Innovative: The 196-foot yacht has a hydraulic-operated watch which can store an eight-metre speedboat without the use of a tender lift to get it out of the water. Floating fortress: While swimming pools and helipads are commonplace on many a mega yacht, J'are features the world's first floating garage. Slide in: The internal basin floods and empties 18,0 litres of water in just three minutes, allowing the boat to enter the yacht without the use of a crane. The internal basin, which holds 18,0 litres of water, floods and is emptied in just three minutes, enabling the boat (a left Viva So) to enter the yacht without using a crane. When the speedboat is not being stored inside, the basin can also be utilised as an indoor ocean pool, accessible from the lowerdeck terrace. Completed last year, the metre yacht was the star attraction at last week's Coraco Yacht Show. How, where it was a finalist for the West Interior award, only to miss out on the prize to the branded Perini HaveMotor yacht Race E. J'are made its debut at the annual yacht show last year, and also won the World Yacht Trophy at the 2013 International Money, I am home: The one-of-a-kind garage enables the owner to access the yacht from their speed boat internally, via the vessel's plush lower deck. Multipurpose: When the speedboat is not being stored, the basin can also be used as an internal ocean pool, located just behind this luxury terrace. Beauty: The vessel won the World Yacht Trophy at the 2013 International Coat How and was nominated for West Interior at the 2014 Coraco Yacht How. The privately owned yacht was created by Studio Succor International Project, and is designed to feel ""at one with the sea"". The 196-foot vessel can comfortably accommodate 10 guests in four cabins and the owner's suite, and 13 crew members. Aside from the impressive garage, J'are also features a gymnasium, mamma room and aquarium. Across the four decks, materials for the interior are Canaletto walnut and polished rosewood. The hardwood floors are made of wide Afromosia strips and the cabins and owner suite are fitted with white Ai King carpets. There are green accents throughout the interior. A life of luxury: Guests on board the J'De can also soak up the sun on one of the vessel's come lounging areas, located across all four of the decks.. Fool on board: A swim in the ocean becomes a bit of a chore for those on board Guests can take a dip in this plunge pool. Pa:The mega yacht also features a gymnasium and mosaictile mamma room (pictured), where guests can sit back and relax after a day at sea. No expense was spared: The privately owned yacht was designed for the owner's specific tastes, and includes a round bath in the boat's marble master suite. Made for entertaining: Guests on board the vessel,actxa0created by Studio Succor International Project, can be sure of a place to sit in several indoor and outdoor living areas. The centrepiece of the yacht is the central stairwell with crystal lift. A white Omaha piano sits in the living area. hexx98CRN is experimenting,hexx Such Boldrini, CRNhexx99 sales director told Coat International. We're experimenting with design, sizes, and features. Each of the yachts in build has special features in development, and we hope the next step will be to mix and match all these new features in one or two new concepts so future owners can not only have a beautiful, seaworthy and safe vessel, but they can have special features that nobody else has. These will not be special features that are just an experiment, but features clients can touch and feel on other vessels under construction or already floating.hexx'It's one with the sea': Oversized windows were purposebuilt to take advantage of the sea views, and anyone lucky enough to Musical tastes: Not musical guests on board? They twinkle the varies on this stunning white Omaha piano, which takes pride of place in the living area. All at sea: The well-appointed living area combined elegant sofas with driftwood coffee tables and shell-inspired sculpture and bowls to give the room a nautical flavour. Anyone for dinner? The formal dining table comfortably seats 12 guests, while after dinner guests can relax with a meal on the adjacent seating area. Informal: When the dining table is a bit too formal, breakfast and lunch can be taken on the terrace, with this round table comfortably seating nine people. Guest quarters: The vessel can accommodate 10 guests split across four cabins, plus the owner suite, as well as 13 crew members to cater to those on board.","J'are, designed by Italian company CRN, can store an eight-metre speedboat in its floating indoor garage.nHydraulic powered watch fills with 18,0 litres of water and can also be used as an indoor ocean pool.the luxury vessel was nominated"
21,"Berlin, Germany, (CNN) A German cruise line, said Tuesday it plans to fly its passengers over the Gulf of Den, instead of sailing them through, out of fear of pirate attacks in the region.. U.S. Navy image of pirates operating off coast of Somalia in October this year HapagLloyd Bruises said all 246 passengers and most of the crew aboard the Columbus, currently at the start of an around-the-world cruise, will disembark at a disclosed port, then fly to Cuba to continue their journey. The company called the move a precautionary measure. Pirate attacks in the waters off Somalia have shot up this year, with pirates staying increasingly bolder attacks on ever bigger targets.. To far this year, pirates have attacked almost 100 vessels off Somalia's coast and successfully hacked nearly 40, according to the International Maritime Bureau.. Fre In many hijackings, pirates take the crew and passengers hostage while they demand a ransom. The problem has forced companies like HapagLloyd, which uses the Gulf of Den, to make new plans, including stepping up security or changing their routes.. One shipping company announced last month it would pass the region altogether, sailing instead around the Gape of Good Hope and adding thousands of Head more about how to solve the pirate problem here.. Hapaglloyd said a general travel warning for the area, issued by the German Foreign Ministry, played a part in the decision. But the company also said it had asked the German government for naval protection and the request was turned down. Representatives of HapagLloyd and the German Defense Ministry could not immediately be reached for further comment. The passengers on board the Columbus began the first leg of their world cruise November 28 in Genoa, Italy and are due in Cuba on December 17, according to HapagLloyd's Web site. Further stops include Singapore, Ali, Indonesia and Sydney, Australia. HapagLloyd said that after the passengers and most of the crew disembark, the Columbus will sail through the Gulf of Den with a skeleton staff. The passengers will stay in a five-star hotel in Cuba for three days until the Columbus arrives to take them back on board, the company said. Both the crew and passengers approve of the safety measure, HapagLloyd said. The U.S. State Department and British Foreign Office advise those traveling near the Somali coast to use extreme caution because of the recent pirate attacks. Last week, the Australian government issued a similar warning about travel to the region. The advice also urged Australian ships ""to apply a robust and layer protective security regime"" when traveling through the area. CNN's Frederick Pleitgen contributed to this report.","Passengers will fly to Cuba to continue their journey.nHapagLloyd: Involves 246 passengers, most of the crew aboard Columbus.prompted by travel warning for the area issued by the German Foreign Ministry.United States, advise those traveling near Somali"
22,"Louis van All has welcomed a public message of support from Air Flex Ferguson but admitted it has put more pressure on him to succeed at Manchester United. The former Old Afford boss backed An All, who has taken United to third place in the table despite a catalogue of injuries, saying: hexx98When he gets the best players back, you watch United go hexx because he Manchester United boss Louis van All has welcomed the public support of Air Flex Ferguson. The Watchman was praised by Ferguson for guiding United to third in the table, despite a crippling injury list. All enjoyed a toast with the media by sharing a glass of red wine during Tuesday's press conference. To, I am allowed to toast with you, my friends of the media.actxa0Merry Christmas, I wish your family a lot of love also.actxa0That's also important health and happiness. Cheers. Ithexx98Ithexx99s fantastic,hexx said An All who enjoyed a glass of red wine during the club press conference on Tuesday afternoon ahead of their Boxing May clash at home to Newcastle. When you come to Manchester United because I know Air Flex supports you and when he is supporting you he is doing that not only this week but in other press conferences he gives. He showed a lot of confidence and belief in me that I needed as manager of Manchester United. You need that belief and support from managers like Air Flex Ferguson, but also from Air Hobby Carlton and former United chief executive David Will. They have the belief and Ihexx99m very happy with that because then you can work more easily. But it’s also pressure because he believes in you, and gives you that pressure that you have to get results. Ithexx99s not so easy to win Premier League matches.hexx Ferguson (right) was in attendance for United's draw away at Soon Villa on Saturday afternoon. An All revealed that Chris Calling is close to full fitness and could return to the squad against Newcastle on Boxing May, although Under Cervera, Marouane Fellaini, Marcus Too and Duke Thaw are still available. And the United boss confirmed that he will continue to switch Hayne Money between midfield and attack after the England captain played a more defensive role in Saturdays draw at Villa. hexx98Wayne is a player who can play in different positions and I like that because I like multifunctional players,hexx added An All. Thathexx98Thathexx99s why I can use him as a midfield, also as a striker and an attacking midfield. In the last game he was more of a defensive midfielder but I like him closer to their area than our own goal.hexx Chris Calling (right) could feature for United against Newcastle after his injury earlier this month.","Manchester United host Newcastle in the Premier League on Boxing May.United boss Louis van All has guided them to third in the Premier League so far, despite a catalogue of injuries at the club.ExOld Afford manager Air Flex Ferguson thinks United can only get better"
23,"By. Mob Laugh. PUBLISHED:. 08:03 EST, 13 March 2012. |. UPDATED:. 05:10 EST, 14 March 2012. A woolly mammoth preserved in permafrost in Siberia could walk the Earth again after 10 years, after Russian academics signed a deal with a controversial organ scientist to alone the animal. Want WooSuk, who created the world's first closed dog, Puppy, in 2005, will plant the nucleus from a mammoth cell into an elephant egg to create a mammoth embryo. The embryo will then be implanted into an elephant's womb. The Organs say research could begin this year. South Organ scientist Want WooSuk (L) shakes hands with Easily Vasiliev (R), vice director of NorthEastern Federal University of Russia's Zakhar Republic, after signing an agreement on joint research with a mammoth. A painting by Friedrich Wilhelm Kuhnert (1865 1926) shows the woolly mammoth the creature could walk the Earth again for the first time in 10,0 years thanks to the new research. Exciting: Mammoth bones like this one have been dug up many times before, but finding one with a damaged genet has proved a challenge (file picture). Easily Vasiliev, vice rector of NorthEastern Federal University of the Zakhar Republic, signed The agreement follows the discovery of mammoth bones with well preserved bone marrow in Siberia last summer. Want WooSuk is a controversial figure whose research into human closing has been shown to be controversial. But since then, his institute has successfully closed other creatures such as cows, dogs and coyote. The first and hardest mission is to restore mammoth cells, Action Room researcher, Want InSung, told AFP. It will be a really tough job, but we believe it is possible because our institute is good at closing animals. The Organ Bitch Foundation said research would begin this year, as soon as the Russian ship remains. South Organ scientist Want WooSuk smiles after signing an agreement on joint research with North Eastern Federal University of Russia's Zakhar Republic. Fertile land: The thigh bone was discovered in the permafrost soil of Siberia as were these turks, which came from an entire 23,0 year old mammoth dug up in 1999. The Russian academics are already in negotiations with Japan's Pink. University for joint research next year aiming to. retreat the giant mammal. Mammoth, became extinct about 10,0 years ago. But the discovery in August in Siberia has increased the chances of a successful closing. Global. warming has shown ground in eastern Russia that is usually almost. permanently frozen, leading to the discoveries of a number of frozen. mammoth, the report said.","Controversial scientist created world's first closed dog.remains found in Siberia last year to be used.research could begin this year'"""
